,test_accuracy,test_accuracy,test_macro_f1,test_macro_f1,test_weighted_f1,test_weighted_f1
,mean,std,mean,std,mean,std
mode,,,,,,
augmentation,0.9655039287823045,0.03670906218289507,0.9527925180178013,0.047457020672230316,0.9652399035024488,0.03696966669022054
original,0.947069116360455,0.02924229733245084,0.9474341595441464,0.029272709644622655,0.9470845769074663,0.02927369647729825
